"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
157,0,"Cash loans","F","N",0,360000,348264,27643.5,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15939,-1632,"Cooking staff","Business Entity Type 3",0,"Unaccompanied"
158,0,"Cash loans","F","N",0,67500,450000,23656.5,450000,"Pensioner","Higher education","Married","House / apartment",-24394,365243,"","XNA",0,"Unaccompanied"
159,0,"Cash loans","F","N",0,202500,808650,31333.5,675000,"Working","Secondary / secondary special","Married","With parents",-12869,-340,"Managers","Trade: type 3",0,"Unaccompanied"
160,0,"Cash loans","F","Y",2,135000,273708,30955.5,225000,"State servant","Incomplete higher","Married","Municipal apartment",-12026,-3246,"Laborers","Military",0,"Unaccompanied"
161,0,"Cash loans","F","Y",1,90000,314100,21375,225000,"Working","Secondary / secondary special","Married","House / apartment",-11018,-710,"Sales staff","Trade: type 7",0,"Unaccompanied"
162,0,"Revolving loans","M","N",0,270000,450000,22500,450000,"State servant","Higher education","Single / not married","House / apartment",-10553,-2656,"","Military",0,"Unaccompanied"
163,0,"Cash loans","M","Y",3,180000,473760,51151.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-14448,-126,"Laborers","Transport: type 4",0,"Unaccompanied"
164,0,"Cash loans","F","Y",1,171000,474183,37593,391500,"Working","Higher education","Married","House / apartment",-11348,-259,"Core staff","Business Entity Type 3",0,"Family"
165,0,"Cash loans","M","Y",0,90000,1546020,42642,1350000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-22212,365243,"","XNA",0,"Unaccompanied"
166,0,"Cash loans","F","N",0,153000,1006920,39933,9e+05,"Commercial associate","Higher education","Married","House / apartment",-19812,-13189,"High skill tech staff","Self-employed",1,"Unaccompanied"
167,0,"Cash loans","F","N",0,405000,601470,30838.5,450000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-17154,-1399,"Private service staff","Self-employed",NA,"Unaccompanied"
168,0,"Cash loans","M","Y",2,270000,1042006.5,44149.5,958500,"Working","Secondary / secondary special","Married","House / apartment",-13822,-3823,"Drivers","Business Entity Type 2",0,"Unaccompanied"
169,0,"Cash loans","F","N",0,157500,1288350,37053,1125000,"Working","Higher education","Single / not married","House / apartment",-20319,-788,"Core staff","School",0,"Unaccompanied"
170,0,"Revolving loans","F","N",0,81000,225000,11250,225000,"Commercial associate","Higher education","Married","House / apartment",-10815,-1079,"Sales staff","Self-employed",0,"Family"
171,0,"Cash loans","F","Y",1,150750,1078200,28570.5,9e+05,"Working","Higher education","Widow","House / apartment",-16768,-710,"Accountants","Self-employed",0,"Unaccompanied"
172,0,"Cash loans","F","Y",2,45000,50940,5346,45000,"Working","Higher education","Married","House / apartment",-15753,-1411,"Cleaning staff","Government",0,"Unaccompanied"
173,0,"Cash loans","F","N",0,112500,306000,14395.5,306000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-9208,-2290,"Laborers","Transport: type 2",0,"Unaccompanied"
174,0,"Cash loans","M","N",0,225000,630000,24543,630000,"Working","Secondary / secondary special","Married","House / apartment",-18949,-745,"","Other",NA,"Spouse, partner"
175,1,"Cash loans","M","Y",0,180000,776304,25042.5,648000,"Working","Secondary / secondary special","Single / not married","House / apartment",-20433,-1378,"Managers","Other",0,"Unaccompanied"
176,0,"Cash loans","F","Y",2,180000,679500,22585.5,679500,"Working","Higher education","Married","House / apartment",-17973,-2114,"High skill tech staff","Security Ministries",0,"Unaccompanied"
177,1,"Cash loans","F","N",0,450000,808650,31464,675000,"Commercial associate","Lower secondary","Married","With parents",-15524,-2818,"Sales staff","Self-employed",0,"Unaccompanied"
178,1,"Cash loans","F","N",0,202500,592560,35937,450000,"Working","Secondary / secondary special","Married","House / apartment",-15761,-856,"Medicine staff","Medicine",0,"Unaccompanied"
179,0,"Revolving loans","F","Y",0,126000,270000,13500,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8395,-809,"Cooking staff","Self-employed",NA,"Unaccompanied"
180,0,"Cash loans","M","Y",0,360000,450000,22990.5,450000,"State servant","Secondary / secondary special","Married","House / apartment",-15105,-737,"Laborers","Other",1,"Unaccompanied"
181,1,"Cash loans","M","Y",0,139500,408780,20011.5,337500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12696,-145,"Sales staff","Business Entity Type 1",0,"Unaccompanied"
182,0,"Cash loans","M","Y",0,180000,454500,54067.5,454500,"Working","Secondary / secondary special","Married","House / apartment",-11323,-3358,"Drivers","Industry: type 11",0,"Family"
183,0,"Cash loans","M","N",0,89100,942300,30528,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23493,365243,"","XNA",0,"Unaccompanied"
184,0,"Cash loans","M","Y",2,180000,557770.5,44199,481500,"Working","Higher education","Married","House / apartment",-19580,-1230,"Laborers","Business Entity Type 3",0,"Unaccompanied"
185,1,"Cash loans","F","N",2,45000,568800,15642,450000,"Commercial associate","Higher education","Married","House / apartment",-11685,-644,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
186,0,"Cash loans","F","Y",1,225000,940500,39978,940500,"Commercial associate","Higher education","Civil marriage","House / apartment",-10689,-2819,"","Business Entity Type 3",4,"Unaccompanied"
187,0,"Cash loans","F","N",0,135000,481176,24732,360000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22195,365243,"","XNA",1,"Children"
188,0,"Cash loans","F","N",0,225000,2013840,55507.5,1800000,"State servant","Secondary / secondary special","Married","House / apartment",-15098,-110,"Medicine staff","Industry: type 11",0,"Unaccompanied"
189,0,"Cash loans","F","Y",0,180000,553581,35509.5,472500,"Working","Secondary / secondary special","Married","House / apartment",-15994,-3516,"","Business Entity Type 3",0,"Unaccompanied"
190,0,"Cash loans","F","N",2,157500,675000,37822.5,675000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14783,-516,"Managers","Trade: type 6",0,"Unaccompanied"
191,0,"Cash loans","F","N",0,76500,306000,10944,306000,"State servant","Higher education","Single / not married","House / apartment",-9040,-650,"","Government",0,"Unaccompanied"
192,0,"Cash loans","F","N",0,198000,1129500,43020,1129500,"Working","Higher education","Married","House / apartment",-17663,-6305,"Sales staff","Business Entity Type 3",1,"Family"
193,0,"Cash loans","F","N",0,148500,348264,18508.5,315000,"Working","Secondary / secondary special","Single / not married","House / apartment",-22503,-266,"High skill tech staff","Business Entity Type 3",0,""
194,0,"Revolving loans","F","N",0,315000,855000,42750,855000,"Commercial associate","Higher education","Single / not married","House / apartment",-9971,-1430,"","Transport: type 2",NA,"Unaccompanied"
195,0,"Cash loans","F","N",1,76500,303489,19890,274500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-13736,365243,"","XNA",NA,"Unaccompanied"
196,1,"Cash loans","F","N",0,63000,183784.5,14863.5,148500,"Commercial associate","Secondary / secondary special","Single / not married","Municipal apartment",-15489,-1314,"Core staff","Hotel",1,"Unaccompanied"
197,0,"Cash loans","M","N",2,315000,1130112,37480.5,1012500,"Commercial associate","Higher education","Separated","House / apartment",-15889,-230,"","Self-employed",0,"Unaccompanied"
198,0,"Revolving loans","F","N",0,90000,270000,13500,270000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21954,365243,"","XNA",0,"Unaccompanied"
199,1,"Cash loans","F","N",0,225000,1042560,34587,9e+05,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-18350,-4631,"Sales staff","Self-employed",NA,"Unaccompanied"
200,1,"Cash loans","F","N",0,54000,50940,5535,45000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-18362,365243,"","XNA",0,"Unaccompanied"
201,0,"Cash loans","F","N",0,270000,1288350,41562,1125000,"Working","Higher education","Civil marriage","Rented apartment",-17979,-4647,"Managers","Business Entity Type 3",0,"Family"
202,0,"Revolving loans","M","Y",1,135000,180000,9000,180000,"Working","Secondary / secondary special","Married","House / apartment",-12377,-3497,"","Transport: type 4",0,"Unaccompanied"
203,0,"Cash loans","F","Y",0,121500,270000,19201.5,270000,"Working","Secondary / secondary special","Married","House / apartment",-11320,-1464,"","Business Entity Type 3",0,"Unaccompanied"
204,0,"Cash loans","M","N",0,202500,450000,48595.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-19099,-5285,"","Self-employed",1,"Family"
205,0,"Cash loans","F","N",0,148500,1059795,35154,949500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20866,365243,"","XNA",0,"Unaccompanied"
206,1,"Cash loans","F","N",0,225000,945000,25987.5,945000,"Commercial associate","Higher education","Civil marriage","House / apartment",-13596,-4588,"Core staff","Legal Services",0,"Unaccompanied"
207,0,"Cash loans","F","N",1,67500,225000,12915,225000,"Working","Secondary / secondary special","Married","House / apartment",-17440,-830,"","Government",0,"Unaccompanied"
208,0,"Cash loans","F","Y",1,63000,808650,26217,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16269,-234,"Sales staff","Business Entity Type 3",NA,"Unaccompanied"
209,0,"Cash loans","F","N",0,112500,607500,23269.5,607500,"Working","Secondary / secondary special","Single / not married","House / apartment",-7890,-565,"Core staff","Trade: type 2",0,"Spouse, partner"
210,0,"Cash loans","M","Y",0,180000,1258681.5,36931.5,985500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17402,-1380,"Drivers","Industry: type 3",24,"Unaccompanied"
211,0,"Cash loans","M","Y",2,270000,669600,34317,598500,"State servant","Secondary / secondary special","Married","With parents",-10802,-2580,"Drivers","Military",0,"Unaccompanied"
212,0,"Revolving loans","F","N",0,157500,427500,21375,427500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23164,365243,"","XNA",0,"Unaccompanied"
213,0,"Cash loans","F","N",0,112500,646920,20866.5,540000,"State servant","Secondary / secondary special","Married","House / apartment",-16797,-1849,"","Government",0,"Unaccompanied"
214,0,"Cash loans","F","N",0,112500,942300,30528,675000,"Commercial associate","Incomplete higher","Married","House / apartment",-9164,-198,"Sales staff","Business Entity Type 3",NA,"Unaccompanied"
215,0,"Cash loans","F","N",0,135000,454500,21996,454500,"Working","Higher education","Married","House / apartment",-11398,-686,"Laborers","Business Entity Type 3",NA,"Unaccompanied"
216,0,"Cash loans","M","N",0,135000,225000,13045.5,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17367,-104,"Laborers","Industry: type 9",0,"Unaccompanied"
217,0,"Cash loans","F","N",1,157500,343800,16155,225000,"Working","Secondary / secondary special","Married","House / apartment",-10796,-1652,"Laborers","Business Entity Type 3",0,"Family"
218,0,"Cash loans","F","N",1,157500,601470,30838.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-15292,-772,"","Business Entity Type 3",1,"Spouse, partner"
219,0,"Cash loans","F","N",1,112500,675000,34596,675000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14461,-528,"Medicine staff","Hotel",0,"Unaccompanied"
220,0,"Cash loans","F","N",0,180000,659610,21276,472500,"Pensioner","Secondary / secondary special","Civil marriage","Municipal apartment",-21918,365243,"","XNA",1,"Unaccompanied"
221,0,"Cash loans","F","N",0,157500,1042812,30618,747000,"Pensioner","Higher education","Married","House / apartment",-22403,365243,"","XNA",2,"Unaccompanied"
222,0,"Cash loans","F","Y",0,90000,148707,14485.5,139500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-22216,365243,"","XNA",NA,"Unaccompanied"
223,0,"Cash loans","F","N",1,112500,808650,26217,675000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-12833,-5483,"Medicine staff","Medicine",0,"Spouse, partner"
224,1,"Cash loans","M","N",0,135000,475159.5,24390,355500,"Working","Secondary / secondary special","Married","House / apartment",-12761,-4462,"Core staff","Government",0,"Unaccompanied"
225,0,"Cash loans","F","N",0,166500,281493,15399,243000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23164,365243,"","XNA",0,"Unaccompanied"
226,0,"Cash loans","F","N",0,112500,225000,14764.5,225000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-9143,-345,"Sales staff","Trade: type 2",0,"Unaccompanied"
227,0,"Cash loans","M","N",0,162000,450000,24412.5,450000,"Pensioner","Higher education","Married","House / apartment",-21423,365243,"","XNA",0,"Family"
228,0,"Cash loans","M","Y",0,247500,85320,6871.5,67500,"Working","Secondary / secondary special","Married","House / apartment",-16711,-1227,"Laborers","Business Entity Type 2",0,"Unaccompanied"
229,1,"Cash loans","M","N",0,112500,545040,26640,450000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8984,-1138,"Drivers","Business Entity Type 3",0,"Unaccompanied"
230,0,"Cash loans","M","Y",0,112500,284400,13833,225000,"Working","Secondary / secondary special","Married","House / apartment",-9532,-1195,"","Business Entity Type 3",0,"Unaccompanied"
231,0,"Revolving loans","F","N",1,126000,225000,11250,225000,"Working","Higher education","Married","House / apartment",-13468,-4324,"Core staff","Government",0,"Unaccompanied"
232,0,"Cash loans","M","N",0,112500,346500,16798.5,346500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23110,365243,"","XNA",NA,"Unaccompanied"
233,0,"Cash loans","F","N",0,225000,270000,13131,270000,"Working","Secondary / secondary special","Married","Rented apartment",-8740,-630,"","Business Entity Type 1",0,"Unaccompanied"
234,0,"Cash loans","F","N",0,67500,755190,29947.5,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23711,365243,"","XNA",0,"Unaccompanied"
235,0,"Cash loans","F","N",0,225000,675000,58063.5,675000,"Commercial associate","Higher education","Civil marriage","House / apartment",-18310,-3296,"Managers","Business Entity Type 3",0,"Unaccompanied"
236,0,"Revolving loans","M","N",0,90000,495000,24750,495000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23045,365243,"","XNA",0,"Unaccompanied"
237,0,"Cash loans","M","N",0,225000,225000,15165,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24088,365243,"","XNA",0,"Unaccompanied"
238,0,"Cash loans","F","N",1,135000,688500,22338,688500,"Working","Higher education","Married","Municipal apartment",-11264,-126,"Core staff","Business Entity Type 3",NA,"Unaccompanied"
239,0,"Cash loans","F","N",0,126000,454500,16452,454500,"Working","Higher education","Married","House / apartment",-17014,-1014,"Sales staff","Self-employed",NA,"Unaccompanied"
